e3-f4
d6-e5
f4-d6
e7-c5
g3-h4
f8-e7
c3-b4
h6-g5
b4-f4
a3-b4
b6-c5
b4-a5
c7-b6
a5-c7
d8-b6
b2-a3
d6-e5
c3-b4
e5-f4
b4-d6
e7-c5
e3-e7
f8-d6
g3-h4
h6-g5
h4-f6
g7-e5
f2-g3
c5-b4
a3-e7
e5-f4
g3-e5
h8-g7
e7-d8
g7-f6
e5-g7
b6-c5
g7-h8
c5-d4
h8-c3
a7-b6
d8-a5
b8-c7
a5-d8
g3-h4
h6-g5
e3-f4
g5-e3
f2-d4
f6-e5
d4-f6
e7-g5
h4-f6
g7-e5
a3-b4
e5-d4
c3-e5
d6-f4
d2-c3
f4-g3
h2-f4
b6-c5
b4-d6
c7-g3
c3-d4
g3-h2
d4-e5
d8-e7
e5-d6
e7-c5
b2-c3
c5-d4
c3-e5
f8-e7
e1-f2
e7-f6
e5-g7
h8-f6
f2-g3
f6-g5
g3-h4
a7-b6
h4-f6
b6-c5
f6-g7
c5-d4
g7-h8
d4-c3
h8-b2
b8-c7
g1-f2
h2-g1
b2-c3
g1-b2
a1-c3
c7-d6
c3-d4
d6-e5
d4-f6
g3-h4
h6-g5
f2-g3
g5-f4
e3-g5
f6-e5
g5-h6
e5-d4
c3-e5
d6-f4
g3-e5
g7-f6
e5-g7
h8-f6
d2-e3
f8-g7
h6-d6
c7-e5
a3-b4
e5-f4
e3-e7
d8-f6
h2-g3
f6-g5
h4-f6
b6-c5
b4-d6
a7-b6
f6-e7
b8-c7
d6-b8
b6-c5
e7-f8
c5-b4
f8-a3
g3-h4
f6-e5
e3-f4
e5-g3
h2-f4
h6-g5
f4-h6
e7-f6
f2-g3
f6-g5
h4-f6
g7-e5
g3-h4
h8-g7
h4-g5
e5-d4
c3-e5
d6-f4
a3-b4
g7-f6
g5-e7
f8-d6
h6-g7
d6-c5
b4-d6
c7-e5
g7-h8
e5-d4
h8-c3
f4-e3
d2-f4
b6-c5
c1-d2
c5-d4
c3-f6
d8-e7
f6-d8
b8-c7
d8-a5
a7-b6
a5-c7
e3-f4
f6-g5
g3-h4
g5-e3
d2-f4
e7-f6
h4-g5
f6-h4
f4-g5
h6-f4
f2-e3
f4-d2
c1-e3
d6-e5
e3-f4
e5-g3
h2-f4
g7-f6
f4-e5
f6-d4
c3-e5
d8-e7
e5-f6
e7-g5
e1-f2
g5-f4
f2-g3
f4-h2
g1-f2
b6-c5
b2-c3
c5-b4
a3-c5
f8-e7
c5-b6
c7-a5
c3-b4
a5-c3
f2-g3
h4-f2
a1-b2
c3-a1
